LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Lifetime Spayed Female,YORKSHIRE TERRIER,WHITE/BROWN,BISCOTTI,15235,2099,4/30/2020 11:17:11 AM
Dog Lifetime Spayed Female,YORKSHIRE TERRIER,WHITE/BROWN,BISCOTTI,15235,2099,6/23/2020 3:24:02 PM
Dog Lifetime Spayed Female,CHIHUAHUA,WHITE/BLACK,MAGGIE,15120,2099,1/26/2017 4:04:35 PM
Dog Lifetime Spayed Female,CHIHUAHUA,WHITE/BLACK,MAGGIE,15120,2099,1/26/2017 3:42:55 PM
Dog Lifetime Spayed Female,SIB HUSKY MIX,MULTI,DAKOTA,15147,2099,1/27/2017 8:46:30 AM
Dog Lifetime Spayed Female,MIXED,BLONDE,DAISY,15236,2099,4/1/2019 1:43:11 PM
Dog Lifetime Neutered Male,LAB MIX,BLACK,CALVIN,15205,2099,2/13/2018 9:04:48 AM
Dog Lifetime Spayed Female,AM PIT BULL TERRIER,BLUE,DAPHNE,15146,2099,6/28/2018 11:50:38 AM
Dog Lifetime Spayed Female,AM PIT BULL TERRIER,SPOTTED,LULU,15228,2099,1/27/2017 11:51:23 AM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,WHITE,GERTIE,15102,2099,1/27/2017 4:02:04 PM
Dog Lifetime Duplicate,LABRADOR RETRIEVER,WHITE,GERTIE,15102,2099,7/10/2020 3:04:51 PM
Dog Senior Lifetime Neutered Male,SHIH TZU,WHITE,PRINCE,15145,2099,1/27/2017 3:11:55 PM
Dog Lifetime Neutered Male,COLLIE,SABLE/WHITE,SEAMUS,15044,2099,1/27/2017 3:11:55 PM
Dog Lifetime Spayed Female,TERRIER,WHITE/TAN,ALMA,15068,2099,1/27/2017 3:11:56 PM
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,BUDDY,15025,2099,1/27/2017 3:11:56 PM
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,DAISY,15102,2099,1/27/2017 3:11:57 PM
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,TAN,JEB,15102,2099,1/27/2017 3:11:57 PM
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,BUDDY,15237,2099,1/30/2017 8:34:53 AM
Dog Lifetime Spayed Female,LAB MIX,BLACK,LILLY,15068,2099,1/27/2017 1:00:22 PM
Dog Lifetime Neutered Male,MIXED,WHITE,SOLOMON,15244,2099,1/30/2017 8:34:54 AM
Dog Lifetime Spayed Female,WELSH CORGI CARDIGA,WHITE/BLACK,BETTY,15024,2099,1/27/2017 3:11:58 PM
Dog Lifetime Male,PRESA CANARIO,BRINDLE,COOPA,15237,2099,1/27/2017 3:11:59 PM
Dog Senior Lifetime Neutered Male,HOUND MIX,TAN,TOBY,15126,2099,1/27/2017 3:12:00 PM
Dog Lifetime Spayed Female,AUS SHEPHERD,MULTI,JORTA,15332,2099,1/27/2017 4:02:10 PM
Dog Lifetime Neutered Male,ALAS MALAMUTE,WHITE,TIKAANI,15122,2099,1/27/2017 4:02:10 PM
Dog Lifetime Spayed Female,SIB HUSKY,WHITE,LUNA,15108,2099,12/27/2017 11:35:45 AM
Dog Lifetime Spayed Female,BEAGLE MIX,BROWN,LAINIE,15237,2099,1/30/2017 10:25:53 AM
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,NYLA,15237,2099,1/30/2017 10:52:05 AM
Dog Lifetime Neutered Male,BOXER,FAWN,BREWZER,15102,2099,1/30/2017 10:52:06 AM
Dog Senior Lifetime Neutered Male,DOBERMAN PINSCHER,TAN,TASER,15227,2099,1/30/2017 10:52:06 AM
Dog Lifetime Spayed Female,PEEKAPOO,WHITE,SADIE,15234,2099,1/30/2017 10:52:07 AM
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/RED,SURGE,15140,2099,1/30/2017 10:52:10 AM
Dog Lifetime Neutered Male,SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,PHOENIX,15044,2099,1/30/2017 10:52:11 AM
Dog Lifetime Spayed Female,MIXED,BROWN,COYA,15044,2099,1/30/2017 10:52:11 AM
Dog Lifetime Spayed Female,SHIH TZU,GREY,CASEY,15144,2099,1/30/2017 11:15:32 AM
Dog Lifetime Male,GER SHEPHERD,BLACK/TAN,TIBERIUS,15229,2099,1/30/2017 3:22:44 PM
Dog Lifetime Neutered Male,GOLDENDOODLE,BLACK,TIBERIUS,15239,2099,1/30/2017 3:22:45 PM
Dog Lifetime Spayed Female,BULLDOG,BROWN,GRACIE,15220,2099,1/30/2017 1:40:22 PM
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,WHITE,HUCK,15238,2099,1/30/2017 3:22:45 PM
Dog Lifetime Spayed Female,AUS SHEPHERD,SPOTTED,TARA,15236,2099,1/30/2017 3:22:48 PM
Dog Lifetime Spayed Female,TAG,WHITE/BLACK,EVEY,15139,2099,1/30/2017 3:41:57 PM
Dog Lifetime Neutered Male,BORD COLLIE,WHITE,BUSTER,15236,2099,1/30/2017 4:02:06 PM
Dog Lifetime Neutered Male,BEAGLE,WHITE/BLACK/BROWN,ROCKY,15106,2099,1/5/2018 3:11:54 PM
Dog Lifetime Neutered Male,BULLMASTIFF,FAWN,TITAN,15143,2099,3/14/2019 12:38:40 PM
Dog Lifetime Spayed Female,GER SHEPHERD MIX,BROWN,EMMA,15218,2099,1/31/2017 11:44:12 AM
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,BEAR,15132,2099,1/31/2017 11:44:13 AM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,BUSTER,15237,2099,1/31/2017 11:44:14 AM
Dog Senior Lifetime Neutered Male,LAB MIX,BLONDE,MERLIN,15102,2099,1/31/2017 11:44:15 AM
Dog Lifetime Neutered Male,JACK RUSSEL TERRIER,WHITE/BLACK/BROWN,CAESAR,15025,2099,1/31/2017 11:26:00 AM
Dog Lifetime Duplicate,JACK RUSSEL TERRIER,WHITE/BLACK/BROWN,CAESAR,15025,2099,7/18/2019 1:19:53 PM
Dog Lifetime Duplicate,JACK RUSSEL TERRIER,WHITE/BLACK/BROWN,CAESAR,15025,2099,7/18/2019 1:20:44 PM
Dog Lifetime Duplicate,JACK RUSSEL TERRIER,WHITE/BLACK/BROWN,CAESAR,15025,2099,7/18/2019 1:21:11 PM
Dog Lifetime Spayed Female,BEAGLE MIX,BLACK/BROWN,LOLLIE,15106,2099,1/31/2017 11:44:16 AM
Dog Lifetime Spayed Female,MIXED,SPOTTED,ADELLE,15234,2099,1/31/2017 11:44:17 AM
Dog Senior Lifetime Neutered Male,GER SHEPHERD MIX,RED,DUFFY,15116,2099,1/31/2017 11:38:28 AM
Dog Lifetime Spayed Female,GER SHEPHERD,BRINDLE,ADDY,15227,2099,1/31/2017 11:44:17 AM
Dog Senior Lifetime Spayed Female,TERRIER MIX,WHITE/BLACK/GREY,GABBIE,15106,2099,1/31/2017 11:44:33 AM
Dog Senior Lifetime Neutered Male,SHETLAND SHEEPDOG,BROWN,BARON,15236,2099,1/31/2017 3:03:41 PM
Dog Senior Lifetime Spayed Female,DACHSHUND MIX,BROWN,FOXY,15227,2099,1/31/2017 3:03:42 PM
Dog Lifetime Spayed Female,GER SHEPHERD MIX,RED,ZELDA,15229,2099,1/31/2017 3:03:45 PM
Dog Lifetime Spayed Female,LABRADOODLE,WHITE,LILY,15237,2099,1/31/2017 3:03:46 PM
Dog Lifetime Neutered Male,SIB HUSKY MIX,WHITE/BLACK,DALLAS,15235,2099,1/31/2017 3:03:50 PM
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,TAN,TITAN,15143,2099,1/31/2017 4:02:04 PM
Dog Lifetime Neutered Male,MIXED,WHITE/BROWN,MARVIN,15227,2099,1/31/2017 4:02:04 PM
Dog Lifetime Neutered Male,MIXED,BLACK/BROWN,DAX,15068,2099,1/31/2017 4:02:05 PM
Dog Senior Lifetime Spayed Female,MIXED,BLACK,MADDIE,15220,2099,1/31/2017 4:02:06 PM
Dog Lifetime Spayed Female,PEEKAPOO,WHITE/BLACK/BROWN,LOLA,15090,2099,1/31/2017 4:02:06 PM
Dog Lifetime Neutered Male,MIXED,WHITE/TAN,ALASKA,15238,2099,1/31/2017 4:02:07 PM
Dog Lifetime Spayed Female,GER SHEPHERD,BROWN,BROWNIE,15227,2099,1/31/2017 4:02:07 PM
Dog Lifetime Spayed Female,BORD COLLIE,WHITE/BLACK,MARCIE,15146,2099,1/31/2017 4:02:08 PM
Dog Lifetime Neutered Male,LAB MIX,BLACK,WILLY,15143,2099,8/22/2017 3:44:21 PM
Dog Lifetime Neutered Male,MIXED,WHITE,KIRBY,15227,2099,1/31/2017 4:02:08 PM
Dog Lifetime Spayed Female,AUS SHEPHERD,WHITE/BLACK/BROWN,RUTHIE,15065,2099,1/31/2017 4:02:09 PM
Dog Lifetime Neutered Male,SFT COAT WHEAT TERR,WHEATON,MAVERICK,15025,2099,1/31/2017 3:44:05 PM
Dog Senior Lifetime Spayed Female,FRENCH BULLDOG,BRINDLE,IZZY,15147,2099,1/31/2017 4:02:09 PM
Dog Lifetime Spayed Female,SCHNOODLE,BROWN,PENNY,15126,2099,1/31/2017 4:02:10 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,DORI,15237,2099,1/31/2017 4:02:11 PM
Dog Senior Lifetime Neutered Male,ENG BULLDOG,BRINDLE,OTIS,15236,2099,1/31/2017 4:02:12 PM
Dog Lifetime Neutered Male,MIXED,GREY,KIP,15227,2099,1/31/2017 4:02:12 PM
Dog Lifetime Neutered Male,BLUETICK COONHOUND,SPOTTED,TUCKER,15057,2099,1/31/2017 4:02:13 PM
Dog Senior Lifetime Neutered Male,LAB MIX,BLACK,NIPPER,15202,2099,2/20/2018 1:47:58 PM
Dog Lifetime Neutered Male,BOLOGNESE,WHITE,SANTINO,15142,2099,2/1/2017 10:22:52 AM
Dog Lifetime Spayed Female,GER SHEPHERD MIX,BLACK/TAN,RIPLEY,15102,2099,2/1/2017 11:26:30 AM
Dog Senior Lifetime Spayed Female,POODLE TOY,WHITE,KARMA,15146,2099,2/1/2017 1:20:41 PM
Dog Lifetime Neutered Male,BEAGLE MIX,WHITE,HARLEY,15241,2099,2/1/2017 1:33:27 PM
Dog Lifetime Spayed Female,BOXER,WHITE/BLACK/BROWN,EMMA,15143,2099,2/1/2017 2:23:34 PM
Dog Lifetime Spayed Female,PEEKAPOO,WHITE/BLACK/BROWN,BRANDI-LEE,15037,2099,2/1/2017 2:58:36 PM
Dog Senior Lifetime Female,COCKER SPANIEL,BUFF,KARMA,15147,2099,2/1/2017 3:07:37 PM
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,ISLA,15133,2099,5/1/2019 10:53:23 AM
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,CREAM,BAILEY,15144,2099,11/17/2017 1:55:45 PM
Dog Lifetime Spayed Female,BICHON FRISE,BLACK WITH WHITE,JUNO,15037,2099,2/2/2017 2:35:10 PM
Dog Lifetime Spayed Female,YORKSHIRE TERR MIX,WHITE,LUNA,15025,2099,2/2/2017 2:35:10 PM
Dog Lifetime Spayed Female,CAIRN TERRIER,FAWN,GIDGET,15102,2099,2/2/2017 2:35:11 PM
Dog Lifetime Male,BRITTANY SPANIEL,WHITE/LIVER,KING,15126,2099,2/2/2017 2:35:12 PM
Dog Lifetime Male,BRITTANY SPANIEL,WHITE/LIVER,COOPER,15126,2099,2/2/2017 2:35:12 PM
Dog Lifetime Spayed Female,GOLDENDOODLE,APRICOT,MYLA,15143,2099,1/10/2018 3:48:21 PM
Dog Lifetime Male,AUS SHEPHERD,RED,COOPER,15122,2099,
Dog Lifetime Neutered Male,AUS SHEPHERD,RED,COOPER,15122,2099,10/3/2017 4:19:11 PM
Dog Lifetime Neutered Male,FRENCH BULLDOG,BRINDLE,LINCOLN,15202,2099,4/7/2020 11:38:20 AM
Dog Inter County Transfer - Lifetime,SHIH TZU,BLACK/TAN,RASCAL,15235,2099,2/3/2017 9:47:57 AM
Dog Lifetime Spayed Female,YORKSHIRE TERRIER,BLACK/TAN,LUNA,15135,2099,2/3/2017 2:53:55 PM
Dog Lifetime Spayed Female,GER SHEPHERD MIX,BROWN,HARPER,15116,2099,2/3/2017 11:56:03 AM
Dog Lifetime Spayed Female,MIXED,BLACK/TAN,LEXIE,15044,2099,2/3/2017 1:17:43 PM
Dog Lifetime Spayed Female,JACK RUSSEL TERRIER,SPOTTED,HEIDI,15234,2099,2/3/2017 1:28:12 PM
Dog Lifetime Spayed Female,OLD ENG BULLDOG,BRINDLE,HAZEL,15116,2099,2/3/2017 2:53:56 PM
Dog Lifetime Neutered Male,TAG,BROWN,BENTLEY,15132,2099,2/3/2017 2:53:57 PM
Dog Lifetime Spayed Female,GER SHEPHERD,SABLE,JOJO,15223,2099,2/3/2017 2:53:57 PM
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,TEKE,15237,2099,2/3/2017 2:53:58 PM
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,LILA,15237,2099,2/3/2017 2:53:58 PM
Dog Lifetime Spayed Female,BOXER,WHITE/BLACK,KONA,15044,2099,2/3/2017 2:53:59 PM
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK,ATHENA,15237,2099,2/3/2017 2:53:59 PM
Dog Lifetime Neutered Male,GREYHOUND,BLACK,JAKE,15218,2099,2/3/2017 3:54:14 PM
Dog Lifetime Spayed Female,HAVANESE,WHITE/BLACK,PEPPER,15090,2099,2/3/2017 3:54:15 PM
Dog Lifetime Spayed Female,CANE CORSO,BLUE,ZELLA,15227,2099,2/6/2017 10:29:18 AM
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,SAMPSON NICKOLAS,15136,2099,2/7/2017 8:54:29 AM
Dog Lifetime Spayed Female,LABRADOODLE,BROWN,ELSIE,15122,2099,2/6/2017 2:10:47 PM
Dog Lifetime Neutered Male,COCKAPOO,SPOTTED,LOUIE,15044,2099,2/7/2017 10:11:59 AM
Dog Senior Lifetime Spayed Female,BOXER MIX,WHITE/BLACK,BELLA,15132,2099,2/7/2017 10:24:39 AM
Dog Lifetime Spayed Female,LAB MIX,WHITE/BLACK,TRIXY,15108,2099,2/7/2017 12:05:21 PM
Dog Lifetime Spayed Female,CHINESE SHAR-PEI,TAN,TORI,15120,2099,2/7/2017 12:05:24 PM
Dog Senior Lifetime Neutered Male,BASSET HOUND MIX,BLACK/BROWN,HUCK,15145,2099,2/7/2017 12:05:25 PM
Dog Lifetime Neutered Male,BISHON FRISE MIX,WHITE,FLURRY,15136,2099,2/22/2018 1:33:26 PM
Dog Lifetime Neutered Male,LAB MIX,TAN,KARMA,15216,2099,2/7/2017 1:22:13 PM
Dog Lifetime Neutered Male,BULL TERRIER,WHITE,CANE,15227,2099,1/8/2020 2:11:42 PM
Dog Lifetime Spayed Female,SFT COAT WHEAT TERR,OTHER,ELLIE,15090,2099,2/8/2017 11:22:29 AM
Dog Senior Lifetime Neutered Male,AUS SHEPHERD,SPOTTED,AUSSIE JOSEF,15108,2099,2/8/2017 3:35:38 PM
Dog Lifetime Neutered Male,LAB MIX,BLACK,REMINGTON,15102,2099,2/8/2017 3:35:39 PM
Dog Lifetime Neutered Male,TAG,BRINDLE,BOBBY JOE,15132,2099,2/8/2017 1:47:03 PM
Dog Lifetime Male,BORD COLLIE,WHITE,CHEWIE,15243,2099,2/8/2017 2:27:18 PM
Dog Senior Lifetime Spayed Female,YORKSHIRE TERR MIX,BLACK/BROWN,ABBY,15237,2099,2/8/2017 3:35:39 PM
Dog Senior Lifetime Neutered Male,TAG,BLACK/BROWN,SMOKIE,15065,2099,2/8/2017 4:10:06 PM
Dog Senior Lifetime Spayed Female,TREE WALK COONHOUND,WHITE/TAN,FIONA,15037,2099,2/9/2017 10:06:03 AM
Dog Lifetime Neutered Male,MIXED,BLACK,SIRIUS,15068,2099,2/9/2017 12:54:51 PM
Dog Lifetime Spayed Female,WELSH CORGI CARDIGA,WHITE/BLACK/BROWN,ZOEY,15131,2099,2/9/2017 12:54:53 PM
Dog Lifetime Spayed Female,BORD COLLIE,WHITE/BLACK,MINNIE,15241,2099,2/9/2017 11:08:26 AM
Dog Lifetime Spayed Female,MIXED,MULTI,NILLA,15102,2099,2/9/2017 12:23:20 PM
Dog Lifetime Spayed Female,HAVANESE,BROWN,RILEY,15116,2099,2/9/2017 12:23:20 PM
Dog Lifetime Spayed Female,ROTTWEILER,BLACK/BROWN,INDYA,15090,2099,2/9/2017 12:23:21 PM
Dog Lifetime Neutered Male,TAG,BROWN,PIPPIN,15236,2099,2/9/2017 12:23:21 PM
Dog Lifetime Spayed Female,MIXED,WHITE,SUNNY,15044,2099,2/9/2017 12:23:22 PM
Dog Lifetime Duplicate,MIXED,WHITE,SUNNY,15044,2099,8/28/2017 11:39:09 AM
Dog Lifetime Neutered Male,MIXED,BLONDE,ARNIE GREENWALD,15241,2099,2/9/2017 12:23:23 PM
Dog Lifetime Spayed Female,BOXER,BRINDLE,SAMMI,15135,2099,2/9/2017 12:54:54 PM
Dog Lifetime Spayed Female,MIXED,TAN,LOLA,15071,2099,2/9/2017 12:23:23 PM
Dog Lifetime Spayed Female,GOLDENDOODLE,GOLD,EMMY,15235,2099,2/9/2017 12:23:24 PM
Dog Lifetime Duplicate,GOLDENDOODLE,GOLD,EMMY,15235,2099,8/24/2017 12:44:14 PM
Dog Lifetime Male,CANE CORSO,BROWN,THOR,15133,2099,2/9/2017 12:23:24 PM
Dog Lifetime Spayed Female,GER SHEPHERD MIX,TRI-COLOR,BANDIT,15131,2099,2/9/2017 1:25:35 PM
Dog Lifetime Spayed Female,MIN PINSCHER,BLACK/BROWN,VITA,15236,2099,2/9/2017 3:09:45 PM
Dog Lifetime Spayed Female,LAB MIX,BROWN,NOODLE,15218,2099,5/13/2020 12:30:58 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,JACK,15236,2099,2/9/2017 4:08:36 PM
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,JACK,15236,2099,2/9/2017 4:08:37 PM
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,ATHENA,15236,2099,2/9/2017 4:08:38 PM
Dog Lifetime Neutered Male,GER SHEPHERD,TAN,THOR,15236,2099,2/9/2017 4:08:38 PM
Dog Senior Lifetime Spayed Female,CHIHUAHUA,WHITE,WI NKIE,15239,2099,2/10/2017 9:52:58 AM
Dog Lifetime Spayed Female,SCHNAUZER MIN,BLACK,BELLA MARIE,15146,2099,2/10/2017 10:38:59 AM
Dog Lifetime Spayed Female,TERRIER MIX,TAN,ZEPHEE,15139,2099,2/10/2017 10:46:53 AM
Dog Lifetime Neutered Male,MORKIE,BEIGE,SEAMUS,15238,2099,3/7/2017 1:51:19 PM
Dog Lifetime Neutered Male,ROTTWEILER MIX,BLACK/BROWN,BEAR,15227,2099,2/10/2017 10:55:42 AM
Dog Lifetime Neutered Male,TAG,BLACK/BROWN,OLIVER,15126,2099,2/10/2017 10:59:31 AM
Dog Lifetime Spayed Female,BOXER MIX,FAWN,LELA,15239,2099,2/10/2017 11:03:13 AM
Dog Lifetime Neutered Male,MIXED,BROWN,JERRY,15234,2099,5/9/2018 12:14:05 PM
Dog Lifetime Spayed Female,SCOTTISH TERRIER,BLACK,JITTERBUG,15237,2099,2/10/2017 3:42:02 PM
Dog Lifetime Spayed Female,AM PIT BULL TERRIER,WHITE/BROWN,OLIVIA,15129,2099,2/10/2017 3:42:02 PM
Dog Lifetime Neutered Male,SHIH TZU,BROWN,OSCAR,15216,2099,2/10/2017 3:42:03 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,MIDNIGHT,15017,2099,2/10/2017 3:42:03 PM
Dog Lifetime Male,DOBERMAN PINSCHER,RED/BROWN,LUCIAN,15234,2099,2/10/2017 3:42:04 PM
Dog Lifetime Spayed Female,BORD COLLIE,SPOTTED,DOVE,15234,2099,2/10/2017 3:51:06 PM
Dog Lifetime Neutered Male,AUS CATTLE DOG,RED,WALTER,15236,2099,2/10/2017 3:57:22 PM
Dog Lifetime Neutered Male,AM PIT BULL TERRIER,BROWN,DUKE,15235,2099,2/10/2017 4:27:21 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,DALLAS,15236,2099,2/13/2017 3:02:48 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,DENVER,15236,2099,2/13/2017 3:02:48 PM
Dog Lifetime Neutered Male,HOUND MIX,BROWN,CHANCE,15120,2099,3/1/2018 10:17:52 AM
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/TAN,CHARLIE,15017,2099,3/7/2018 8:51:50 AM
Dog Lifetime Spayed Female,AM BULLDOG,WHITE/BROWN,SELENA,15106,2099,2/13/2017 3:02:49 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK/BROWN,SVEN,15214,2099,2/13/2017 3:02:49 PM
Dog Senior Lifetime Neutered Male,GREAT DANE,BLACK,GENO,15076,2099,5/16/2018 2:07:45 PM
Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,HARLEY,15025,2099,2/13/2017 11:27:17 AM
Dog Lifetime Spayed Female,BEAGLE,SPOTTED,CLEOPATRA,15143,2099,2/13/2017 11:32:00 AM
Dog Lifetime Neutered Male,BOSTON TERRIER,WHITE/BLACK,FRANK,15025,2099,2/13/2017 3:02:54 PM
Dog Senior Lifetime Spayed Female,FOX TERRIER WIRE,WHITE/BLACK/BROWN,LUCY,15239,2099,2/13/2017 1:28:45 PM
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,SPOTTED,BOONE,15057,2099,2/13/2017 1:38:12 PM
Dog Lifetime Spayed Female,YORKSHIRE TERRIER,BLACK/TAN,LUCY,15122,2099,2/13/2017 2:04:38 PM
Dog Lifetime Spayed Female,LAB MIX,BRINDLE,JANE,15229,2099,2/13/2017 3:03:00 PM
Dog Senior Lifetime Neutered Male,SHETLAND SHEEPDOG,BLACK/TAN/WHITE,SMOKEY,15239,2099,2/13/2017 4:01:27 PM
Dog Lifetime Spayed Female,LAB MIX,WHITE,DESSY,15101,2099,2/13/2017 4:01:27 PM
Dog Senior Lifetime Male,GOLDEN RETRIEVER,GOLD,REGAL,15068,2099,2/13/2017 4:01:29 PM
Dog Lifetime Neutered Male,AUS SHEPHERD,BLUE,BLIZZARD,15234,2099,2/13/2017 4:01:28 PM
Dog Lifetime Spayed Female,BORD COLLIE MIX,WHITE/BLACK,REAGAN,15102,2099,2/13/2017 4:01:28 PM
Dog Senior Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/TAN,BEAR,15144,2099,2/13/2017 3:59:57 PM
Dog Lifetime Spayed Female,BEAGLE MIX,WHITE/BROWN,PENELOPE,15209,2099,2/13/2017 4:08:25 PM
Dog Lifetime Neutered Male,MIN AUS SHEPHERD,BLUE,TUCKER,15237,2099,2/14/2017 10:06:28 AM
Dog Lifetime Spayed Female,TAG,TAN,TIMBER LYNN,15133,2099,2/14/2017 10:26:47 AM
Dog Lifetime Spayed Female,MIXED,WHITE/TAN,KELI,15116,2099,
Dog Senior Lifetime Spayed Female,MIXED,WHITE/TAN,KELI,15116,2099,2/14/2017 10:37:22 AM
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,MIC,15239,2099,2/14/2017 10:40:28 AM
Dog Lifetime Neutered Male,MIXED,BLACK/BROWN,BOOMER,15241,2099,2/14/2017 10:50:22 AM
Dog Lifetime Spayed Female,TAG,BLACK/BROWN,LILLY,15131,2099,2/14/2017 11:08:11 AM
Dog Lifetime Neutered Male,CHIHUAHUA MIX,BLACK/BROWN,RICO,15122,2099,2/14/2017 11:13:49 AM
Dog Lifetime Spayed Female,TERRIER MIX,BLACK,FREYA,15025,2099,2/14/2017 11:25:26 AM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,ZEKE,15237,2099,2/14/2017 12:36:36 PM
Dog Lifetime Spayed Female,PAPILLON,WHITE/BLACK/BROWN,MIA,15025,2099,2/14/2017 12:44:37 PM
Dog Lifetime Spayed Female,BEAGLE MIX,BUFF,MOLLY,15147,2099,2/14/2017 12:46:51 PM
Dog Lifetime Spayed Female,PUG,TAN,HARLEY,15202,2099,1/31/2019 11:13:52 AM
Dog Lifetime Spayed Female,VIZSLA,BROWN,LILY,15143,2099,2/14/2017 1:58:53 PM
Dog Senior Lifetime Spayed Female,BOSTON TERRIER,WHITE/BROWN,LEXIE,15146,2099,2/14/2017 2:05:35 PM
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK,MARC,15129,2099,2/14/2017 2:12:22 PM
Dog Lifetime Neutered Male,LAB MIX,BLACK,LUCCI,15136,2099,2/14/2017 2:18:09 PM
Dog Lifetime Neutered Male,BASENJI,WHITE/RED,JINKIDU,15025,2099,1/4/2019 1:37:05 PM
Dog Lifetime Spayed Female,BOXER MIX,WHITE,CHLOE,15133,2099,2/14/2017 4:13:17 PM
Dog Lifetime Spayed Female,DACHSHUND,BLACK/BROWN,SYDNEY,15237,2099,2/14/2017 3:44:54 PM
Dog Lifetime Neutered Male,W HGHLND WH TERRIER,WHITE,COLTON,15037,2099,2/14/2017 4:13:17 PM
Dog Lifetime Neutered Male,GREAT DANE,BROWN,LEO,15116,2099,2/14/2017 4:13:18 PM
Dog Lifetime Neutered Male,MIXED,BLACK/BROWN,OMAR,15116,2099,2/14/2017 4:13:18 PM
Dog Senior Lifetime Spayed Female,MIXED,BLACK WITH WHITE,FREDERICA,15147,2099,2/14/2017 3:44:56 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,RILEY,15044,2099,2/14/2017 4:13:19 PM
Dog Lifetime Neutered Male,CATAHOULA LEOPARD D,BROWN,KIRBY,15239,2099,2/14/2017 4:13:19 PM
Dog Lifetime Spayed Female,GER SHEPHERD,BROWN,EVA,15221,2099,2/15/2017 11:40:56 AM
Dog Lifetime Spayed Female,LAB MIX,BLACK,DECA,15090,2099,2/15/2017 12:03:28 PM
Dog Lifetime Neutered Male,CHIHUAHUA,BROWN,NEVALL,15045,2099,2/16/2017 8:37:17 AM
Dog Lifetime Spayed Female,BEAGLE MIX,SPOTTED,ZOEY,15120,2099,2/15/2017 1:38:58 PM
Dog Lifetime Female,GOLDEN RETRIEVER,GOLD,JASMINE,15239,2099,2/15/2017 1:49:53 PM
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,JASMINE,15239,2099,4/7/2017 10:53:24 AM
Dog Lifetime Spayed Female,LAB MIX,BLACK,PIPER,15131,2099,2/15/2017 3:55:26 PM
Dog Senior Lifetime Neutered Male,GREYHOUND,RED,ARCHIE,15237,2099,2/15/2017 3:59:00 PM
Dog Lifetime Spayed Female,BOSTON TERRIER,BRINDLE,LILLY,15090,2099,2/15/2017 4:13:49 PM
Dog Senior Lifetime Spayed Female,TAG,BROWN,ZOEY,15045,2099,2/15/2017 4:23:09 PM
Dog Lifetime Neutered Male,CAV KING CHAR SPANI,WHITE/BLACK/BROWN,BRODY,15239,2099,2/16/2017 1:56:41 PM
Dog Lifetime Neutered Male,AUS CATTLE DOG,WHITE/BLACK/BROWN,BANE,15145,2099,1/9/2018 2:42:59 PM
Dog Lifetime Spayed Female,MIXED,BROWN,MADDIE,15101,2099,12/27/2017 2:34:26 PM
Dog Lifetime Spayed Female,MIXED,BROWN,MADEA,15133,2099,2/16/2017 1:56:42 PM
Dog Lifetime Neutered Male,CHIHUAHUA,BROWN,LEROY,15133,2099,2/16/2017 1:56:42 PM
Dog Lifetime Spayed Female,GER SHEPHERD MIX,BLACK,BELLA,15116,2099,5/27/2020 8:36:27 AM
